Annotation Cluster 1	Enrichment Score: 1.7758134833205568
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0000003~reproduction	3	21.428571428571427	0.2342426282398364	Q23551, P13395, Q9VEN1	12	394	4697	2.980329949238579	1.0	0.8398961029588476	98.3988249815763
GOTERM_BP_ALL	GO:0065007~biological regulation	9	64.28571428571429	0.23571162921510347	Q9NRC6, Q23551, Q8WZ42, P13395, P21333, Q2PZL6, Q5EAJ7, P02549, Q9VEN1	12	2691	4697	1.3090858416945372	1.0	0.8396616261583741	98.44575244281279
GOTERM_BP_FAT	GO:0000003~reproduction	3	21.428571428571427	0.2384186703316459	Q23551, P13395, Q9VEN1	12	394	4642	2.9454314720812182	1.0	0.8772944842731779	98.4476375038451
GOTERM_BP_ALL	GO:0050896~response to stimulus	7	50.0	0.24167857120963168	Q9NRC6, Q8WZ42, P13395, P21333, Q2PZL6, P02549, Q9VEN1	12	1869	4697	1.465980024968789	1.0	0.8457232647061037	98.62345789205371
GOTERM_BP_ALL	GO:0044765~single-organism transport	4	28.57142857142857	0.25026950329834097	Q8WZ42, P13395, P21333, Q9VEN1	12	749	4697	2.0903426791277258	1.0	0.854964684421377	98.84618301866382
GOTERM_BP_ALL	GO:0022402~cell cycle process	3	21.428571428571427	0.25129071868782454	Q8WZ42, P21333, Q9VEN1	12	413	4697	2.8432203389830506	1.0	0.8541062307523898	98.87029049740232
GOTERM_BP_FAT	GO:0022402~cell cycle process	3	21.428571428571427	0.2556992689830251	Q8WZ42, P21333, Q9VEN1	12	413	4642	2.8099273607748185	1.0	0.8948601010786779	98.9071841378022
GOTERM_BP_ALL	GO:0006796~phosphate-containing compound metabolic process	4	28.57142857142857	0.2793724474614583	Q9NRC6, Q23551, Q8WZ42, P02549	12	792	4697	1.9768518518518519	1.0	0.8849486562187632	99.37514798675305
GOTERM_BP_ALL	GO:0006793~phosphorus metabolic process	4	28.57142857142857	0.28074227060321155	Q9NRC6, Q23551, Q8WZ42, P02549	12	794	4697	1.9718723761544918	1.0	0.8844823498451087	99.39329658184907
GOTERM_BP_ALL	GO:0050794~regulation of cellular process	8	57.14285714285714	0.2811848760406306	Q9NRC6, Q23551, Q8WZ42, P13395, P21333, Q2PZL6, P02549, Q9VEN1	12	2363	4697	1.3251516433911692	1.0	0.8830468725135387	99.39905438836189
GOTERM_BP_FAT	GO:0006796~phosphate-containing compound metabolic process	4	28.57142857142857	0.2858093934347732	Q9NRC6, Q23551, Q8WZ42, P02549	12	792	4642	1.9537037037037035	1.0	0.9213316643353661	99.41888337620037
GOTERM_BP_ALL	GO:0019538~protein metabolic process	6	42.857142857142854	0.28633337095008815	Q9NRC6, Q23551, Q8WZ42, Q92005, P21333, P02549	12	1561	4697	1.5044843049327354	1.0	0.8865302670658912	99.46238097248086
GOTERM_BP_FAT	GO:0006793~phosphorus metabolic process	4	28.57142857142857	0.28720142276281757	Q9NRC6, Q23551, Q8WZ42, P02549	12	794	4642	1.9487825356842987	1.0	0.9205527731837806	99.43596673365005
GOTERM_BP_ALL	GO:0044700~single organism signaling	5	35.714285714285715	0.2881632780665518	Q9NRC6, P13395, P21333, Q2PZL6, P02549	12	1177	4697	1.662772585669782	1.0	0.8865527871978677	99.48334340677903
GOTERM_BP_ALL	GO:0051641~cellular localization	4	28.57142857142857	0.28967668765357335	Q9NRC6, P21333, P02549, Q9VEN1	12	807	4697	1.940107393638992	1.0	0.8862580187715301	99.50009994005701
GOTERM_BP_ALL	GO:0048518~positive regulation of biological process	5	35.714285714285715	0.2905162843555309	Q23551, P13395, P21333, P02549, Q9VEN1	12	1181	4697	1.6571408410951174	1.0	0.8852844989003688	99.50917534582779
GOTERM_BP_ALL	GO:0023052~signaling	5	35.714285714285715	0.29228444849092017	Q9NRC6, P13395, P21333, Q2PZL6, P02549	12	1184	4697	1.6529420045045045	1.0	0.8852641186821159	99.52778615307675
GOTERM_BP_FAT	GO:0051641~cellular localization	4	28.57142857142857	0.29627867130373636	Q9NRC6, P21333, P02549, Q9VEN1	12	807	4642	1.9173895084675754	1.0	0.9259863269737305	99.53636333805778
GOTERM_BP_ALL	GO:1902578~single-organism localization	4	28.57142857142857	0.2979676659253502	Q8WZ42, P13395, P21333, Q9VEN1	12	819	4697	1.9116809116809115	1.0	0.8891483748910407	99.58323184465372
GOTERM_BP_ALL	GO:0007154~cell communication	5	35.714285714285715	0.31371596897022813	Q9NRC6, P13395, P21333, Q2PZL6, P02549	12	1220	4697	1.604166666666667	1.0	0.9020974919674969	99.7067373463452
GOTERM_BP_ALL	GO:0050790~regulation of catalytic activity	3	21.428571428571427	0.31835226912492187	Q9NRC6, Q8WZ42, P02549	12	487	4697	2.4111909650924024	1.0	0.9045094201390155	99.73597056207552
GOTERM_BP_FAT	GO:0050790~regulation of catalytic activity	3	21.428571428571427	0.32358812384327684	Q9NRC6, Q8WZ42, P02549	12	487	4642	2.3829568788501025	1.0	0.9432697814683699	99.74690402850666
GOTERM_BP_ALL	GO:0065008~regulation of biological quality	4	28.57142857142857	0.33498507063110033	Q9NRC6, P13395, P21333, P02549	12	872	4697	1.7954892966360854	1.0	0.9164569758796277	99.8199247637875
GOTERM_BP_ALL	GO:0007049~cell cycle	3	21.428571428571427	0.35094408574334535	Q8WZ42, P21333, Q9VEN1	12	523	4697	2.2452198852772467	1.0	0.92658903586702	99.87639574406421
GOTERM_BP_FAT	GO:0007049~cell cycle	3	21.428571428571427	0.35653095020186354	Q8WZ42, P21333, Q9VEN1	12	523	4642	2.2189292543021035	1.0	0.9594678849659855	99.8820599566598
GOTERM_BP_ALL	GO:0006464~cellular protein modification process	4	28.57142857142857	0.4014246864097444	Q9NRC6, Q23551, Q8WZ42, P02549	12	966	4697	1.6207729468599033	1.0	0.9540047683636054	99.96473749158548
GOTERM_BP_ALL	GO:0036211~protein modification process	4	28.57142857142857	0.4014246864097444	Q9NRC6, Q23551, Q8WZ42, P02549	12	966	4697	1.6207729468599033	1.0	0.9540047683636054	99.96473749158548
GOTERM_BP_FAT	GO:0006464~cellular protein modification process	4	28.57142857142857	0.40951640195691597	Q9NRC6, Q23551, Q8WZ42, P02549	12	966	4642	1.6017943409247757	1.0	0.9775172692269779	99.96831165645479
GOTERM_BP_FAT	GO:0036211~protein modification process	4	28.57142857142857	0.40951640195691597	Q9NRC6, Q23551, Q8WZ42, P02549	12	966	4642	1.6017943409247757	1.0	0.9775172692269779	99.96831165645479
GOTERM_BP_ALL	GO:0044267~cellular protein metabolic process	5	35.714285714285715	0.4297495052680903	Q9NRC6, Q23551, Q8WZ42, Q92005, P02549	12	1408	4697	1.3899739583333335	1.0	0.964798760604313	99.98335913396708
GOTERM_BP_ALL	GO:0044699~single-organism process	10	71.42857142857143	0.4473068627816392	Q9NRC6, Q23551, A8TX70, Q8WZ42, P13395, P21333, Q2PZL6, Q8TE73, P02549, Q9VEN1	12	3511	4697	1.1148295832146586	1.0	0.9693342937648255	99.98974864443953
GOTERM_BP_ALL	GO:0044763~single-organism cellular process	9	64.28571428571429	0.46677216758124157	Q9NRC6, Q23551, Q8WZ42, P13395, P21333, Q2PZL6, Q8TE73, P02549, Q9VEN1	12	3122	4697	1.1283632286995515	1.0	0.974528030701511	99.99411746542455
GOTERM_BP_ALL	GO:0043412~macromolecule modification	4	28.57142857142857	0.4688121172565076	Q9NRC6, Q23551, Q8WZ42, P02549	12	1062	4697	1.4742623979912115	1.0	0.9744622931286294	99.99445658828205
GOTERM_BP_ALL	GO:0048522~positive regulation of cellular process	4	28.57142857142857	0.4688121172565076	P13395, P21333, P02549, Q9VEN1	12	1062	4697	1.4742623979912115	1.0	0.9744622931286294	99.99445658828205
GOTERM_BP_ALL	GO:0007165~signal transduction	4	28.57142857142857	0.48746230112611943	Q9NRC6, P21333, Q2PZL6, P02549	12	1089	4697	1.4377104377104375	1.0	0.9786946708273085	99.99681346925017
GOTERM_BP_ALL	GO:0043170~macromolecule metabolic process	7	50.0	0.5935715709058011	Q9NRC6, Q23551, A8TX70, Q8WZ42, Q92005, P21333, P02549	12	2512	4697	1.0907311571125267	1.0	0.9939993137003253	99.99991235796725
GOTERM_BP_ALL	GO:0044260~cellular macromolecule metabolic process	6	42.857142857142854	0.7040423446718839	Q9NRC6, Q23551, Q8WZ42, Q92005, P21333, P02549	12	2304	4697	1.0193142361111112	1.0	0.9989643092006735	99.99999935622166
GOTERM_BP_ALL	GO:0051716~cellular response to stimulus	4	28.57142857142857	0.7264223883465672	Q9NRC6, P21333, Q2PZL6, P02549	12	1483	4697	1.055742863564846	1.0	0.999302994753868	99.99999980957297
GOTERM_BP_ALL	GO:0071704~organic substance metabolic process	7	50.0	0.8849893280499231	Q9NRC6, Q23551, A8TX70, Q8WZ42, Q92005, P21333, P02549	12	3153	4697	0.8689872079501004	1.0	0.9999931756738507	99.99999999999972
GOTERM_BP_ALL	GO:0009987~cellular process	10	71.42857142857143	0.9253295607756944	Q9NRC6, Q23551, Q8WZ42, P13395, Q92005, P21333, Q2PZL6, Q8TE73, P02549, Q9VEN1	12	4261	4697	0.9186028318860987	1.0	0.9999993053059729	100.0
GOTERM_BP_ALL	GO:0008152~metabolic process	7	50.0	0.9288175321410161	Q9NRC6, Q23551, A8TX70, Q8WZ42, Q92005, P21333, P02549	12	3317	4697	0.8260225103004724	1.0	0.9999994139295788	100.0
GOTERM_BP_ALL	GO:0044238~primary metabolic process	6	42.857142857142854	0.9357230466167991	Q9NRC6, Q23551, Q8WZ42, Q92005, P21333, P02549	12	2972	4697	0.7902086137281292	1.0	0.9999995554740668	100.0
GOTERM_BP_ALL	GO:0044237~cellular metabolic process	6	42.857142857142854	0.9395040489881853	Q9NRC6, Q23551, Q8WZ42, Q92005, P21333, P02549	12	2992	4697	0.7849264705882353	1.0	0.9999996470919549	100.0

Annotation Cluster 2	Enrichment Score: 1.1469342831456208
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0048513~animal organ development	6	42.857142857142854	0.02673531954620314	Q23551, Q8WZ42, Q2PZL6, Q8TE73, P02549, Q9VEN1	12	801	4697	2.9319600499375778	0.99999999992017	0.2792627105865887	34.28204393916767
GOTERM_BP_ALL	GO:0007507~heart development	3	21.428571428571427	0.04612458667309842	Q8WZ42, Q2PZL6, Q8TE73	12	150	4697	7.828333333333334	1.0	0.382663575768458	51.882607915859616
GOTERM_BP_FAT	GO:0007507~heart development	3	21.428571428571427	0.047118427185928555	Q8WZ42, Q2PZL6, Q8TE73	12	150	4642	7.736666666666666	1.0	0.4196949846853174	52.20024565482533
GOTERM_BP_ALL	GO:0072359~circulatory system development	3	21.428571428571427	0.11155888180964038	Q8WZ42, Q2PZL6, Q8TE73	12	248	4697	4.734879032258065	1.0	0.616131172133108	83.99710537195149
GOTERM_BP_ALL	GO:0072358~cardiovascular system development	3	21.428571428571427	0.11155888180964038	Q8WZ42, Q2PZL6, Q8TE73	12	248	4697	4.734879032258065	1.0	0.616131172133108	83.99710537195149
GOTERM_BP_FAT	GO:0072358~cardiovascular system development	3	21.428571428571427	0.1137945677466466	Q8WZ42, Q2PZL6, Q8TE73	12	248	4642	4.679435483870968	1.0	0.6605116038910112	84.23833917487202
GOTERM_BP_FAT	GO:0072359~circulatory system development	3	21.428571428571427	0.1137945677466466	Q8WZ42, Q2PZL6, Q8TE73	12	248	4642	4.679435483870968	1.0	0.6605116038910112	84.23833917487202

Annotation Cluster 3	Enrichment Score: 0.09281888943176787
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0019538~protein metabolic process	6	42.857142857142854	0.28633337095008815	Q9NRC6, Q23551, Q8WZ42, Q92005, P21333, P02549	12	1561	4697	1.5044843049327354	1.0	0.8865302670658912	99.46238097248086
GOTERM_BP_ALL	GO:0044260~cellular macromolecule metabolic process	6	42.857142857142854	0.7040423446718839	Q9NRC6, Q23551, Q8WZ42, Q92005, P21333, P02549	12	2304	4697	1.0193142361111112	1.0	0.9989643092006735	99.99999935622166
GOTERM_BP_ALL	GO:0044271~cellular nitrogen compound biosynthetic process	3	21.428571428571427	0.8456511424574178	Q92005, P21333, P02549	12	1280	4697	0.9173828125	1.0	0.9999677912577442	99.99999999997314
GOTERM_BP_ALL	GO:0044249~cellular biosynthetic process	3	21.428571428571427	0.9341915920296225	Q92005, P21333, P02549	12	1613	4697	0.7279913205207688	1.0	0.9999995800681725	100.0
GOTERM_BP_ALL	GO:1901576~organic substance biosynthetic process	3	21.428571428571427	0.9354559620680422	Q92005, P21333, P02549	12	1620	4697	0.7248456790123458	1.0	0.9999995851859034	100.0
GOTERM_BP_ALL	GO:0044238~primary metabolic process	6	42.857142857142854	0.9357230466167991	Q9NRC6, Q23551, Q8WZ42, Q92005, P21333, P02549	12	2972	4697	0.7902086137281292	1.0	0.9999995554740668	100.0
GOTERM_BP_ALL	GO:0044237~cellular metabolic process	6	42.857142857142854	0.9395040489881853	Q9NRC6, Q23551, Q8WZ42, Q92005, P21333, P02549	12	2992	4697	0.7849264705882353	1.0	0.9999996470919549	100.0
GOTERM_BP_ALL	GO:0009058~biosynthetic process	3	21.428571428571427	0.943751936645157	Q92005, P21333, P02549	12	1669	4697	0.7035650089874176	1.0	0.9999997364811736	100.0
GOTERM_BP_ALL	GO:0034641~cellular nitrogen compound metabolic process	3	21.428571428571427	0.9720258039150992	Q92005, P21333, P02549	12	1902	4697	0.6173764458464773	1.0	0.999999992520192	100.0
GOTERM_BP_ALL	GO:0006807~nitrogen compound metabolic process	3	21.428571428571427	0.9819925326016913	Q92005, P21333, P02549	12	2037	4697	0.5764604810996563	1.0	0.9999999991520823	100.0

